Initializing Qwen Client with model: qwen3-vl-8b-instruct
Using Data Root: /ceph/hpc/home/euweihez/topcon/d2025d08-005-users/data_src/balanced/balanced_th/th/balanced_theory
--- SHARD INFO ---
Job ID: 1 / 4
Processing indices: 494 to 988 (Total: 494 papers)
[SRjzerUpB2] figure_Policy_Evolution_on.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_15.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_2.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_7.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_3.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_4.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_1.jpg -> classified as: Plots / Charts
[SRjzerUpB2] figure_8.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_19.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_ransformer_train_loss.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_23.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_24.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_5.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_Transformer_train_loss.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_9.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_22.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_18.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_13.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_15.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_2.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_20.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_11.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_7.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_3.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_17.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_1.jpg -> classified as: Qualitative Examples
[STUGfUz8ob] figure_8.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_12.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_25.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_21.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_14.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_16.jpg -> classified as: Plots / Charts
[STUGfUz8ob] figure_10.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_19.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_23.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_24.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_5.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_6.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_9.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_18.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_13.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_15.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_2.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_20.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_11.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_7.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_3.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_4.jpg -> classified as: Qualitative Examples
[SUc1UOWndp] figure_17.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_1.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_8.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_12.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_21.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_14.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_16.jpg -> classified as: Plots / Charts
[SUc1UOWndp] figure_10.jpg -> classified as: Plots / Charts
[SWEqzy7IQB] figure_5.jpg -> classified as: Plots / Charts
[SWEqzy7IQB] figure_6.jpg -> classified as: Plots / Charts
[SWEqzy7IQB] figure_2.jpg -> classified as: Plots / Charts
[SWEqzy7IQB] figure_3.jpg -> classified as: Plots / Charts
[SWEqzy7IQB] figure_4.jpg -> classified as: Plots / Charts
[SWEqzy7IQB] figure_1.jpg -> classified as: Plots / Charts
[SX2Z5tgiUu] figure_5.jpg -> classified as: Plots / Charts
[SX2Z5tgiUu] figure_2.jpg -> classified as: Plots / Charts
[SX2Z5tgiUu] figure_3.jpg -> classified as: Plots / Charts
[SX2Z5tgiUu] figure_4.jpg -> classified as: Other
  -> Skipping second pass (Other)
[SX2Z5tgiUu] figure_1.jpg -> classified as: Architecture Diagram
[SXTr9hIvJ1] figure_2.jpg -> classified as: Plots / Charts
[SXTr9hIvJ1] figure_3.jpg -> classified as: Plots / Charts
[SXTr9hIvJ1] figure_4.jpg -> classified as: Plots / Charts
[SXTr9hIvJ1] figure_1.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_5.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_6.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_9.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_2.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_7.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_3.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_4.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_1.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_8.jpg -> classified as: Plots / Charts
[Si3YFA641c] figure_10.jpg -> classified as: Plots / Charts
[SjgfWbamtN] figure_5.jpg -> classified as: Plots / Charts
[SjgfWbamtN] figure_2.jpg -> classified as: Architecture Diagram
[SjgfWbamtN] figure_3.jpg -> classified as: Qualitative Examples
[SjgfWbamtN] figure_4.jpg -> classified as: Plots / Charts
[SjgfWbamtN] figure_1.jpg -> classified as: Architecture Diagram
[SjufxrSOYd] figure_5.jpg -> classified as: Architecture Diagram
[SjufxrSOYd] figure_6.jpg -> classified as: Plots / Charts
[SjufxrSOYd] figure_2.jpg -> classified as: Plots / Charts
[SjufxrSOYd] figure_3.jpg -> classified as: Plots / Charts
[SjufxrSOYd] figure_4.jpg -> classified as: Architecture Diagram
[SjufxrSOYd] figure_1.jpg -> classified as: Qualitative Examples
[SqNi6Se1NT] figure_5.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_6.jpg -> classified as: Qualitative Examples
[SqNi6Se1NT] figure_9.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_2.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_11.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_7.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_3.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_4.jpg -> classified as: Qualitative Examples
[SqNi6Se1NT] figure_1.jpg -> classified as: Architecture Diagram
[SqNi6Se1NT] figure_8.jpg -> classified as: Qualitative Examples
[SqNi6Se1NT] figure_12.jpg -> classified as: Plots / Charts
[SqNi6Se1NT] figure_10.jpg -> classified as: Plots / Charts
[SqZ0KY4qBD] figure_5.jpg -> classified as: Other
  -> Skipping second pass (Other)
[SqZ0KY4qBD] figure_2.jpg -> classified as: Architecture Diagram
[SqZ0KY4qBD] figure_3.jpg -> classified as: Plots / Charts
[SqZ0KY4qBD] figure_4.jpg -> classified as: Plots / Charts
[SqZ0KY4qBD] figure_1.jpg -> classified as: Plots / Charts
[SqcoXJc4mC] figure_5.jpg -> classified as: Plots / Charts
[SqcoXJc4mC] figure_6.jpg -> classified as: Plots / Charts
[SqcoXJc4mC] figure_2.jpg -> classified as: Plots / Charts
[SqcoXJc4mC] figure_3.jpg -> classified as: Plots / Charts
[SqcoXJc4mC] figure_4.jpg -> classified as: Plots / Charts
[SqcoXJc4mC] figure_1.jpg -> classified as: Architecture Diagram
[SrGP0RQbYH] figure_19.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_23.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_24.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_5.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_6.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_9.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_22.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_18.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_13.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_15.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_2.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_20.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_11.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_7.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_3.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_4.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_17.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_1.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_8.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_12.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_25.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_21.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_14.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_16.jpg -> classified as: Plots / Charts
[SrGP0RQbYH] figure_10.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_6_1.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_5.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_6.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_(a)_AdaLoRA_Singular.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_2.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_3.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_4.jpg -> classified as: Plots / Charts
[Svy1XoOLXj] figure_1.jpg -> classified as: Architecture Diagram
[Sx7BIiPzys] figure_5.jpg -> classified as: Plots / Charts
[Sx7BIiPzys] figure_6.jpg -> classified as: Plots / Charts
[Sx7BIiPzys] figure_2.jpg -> classified as: Plots / Charts
[Sx7BIiPzys] figure_7.jpg -> classified as: Plots / Charts
[Sx7BIiPzys] figure_3.jpg -> classified as: Plots / Charts
[Sx7BIiPzys] figure_4.jpg -> classified as: Plots / Charts
[Sx7BIiPzys] figure_1.jpg -> classified as: Plots / Charts
[T0MLnjav7P] figure_2.jpg -> classified as: Plots / Charts
[T0MLnjav7P] figure_3.jpg -> classified as: Plots / Charts
[T0MLnjav7P] figure_1.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_5.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_6.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_9.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_2.jpg -> classified as: Architecture Diagram
[T5Xb0iGCCv] figure_7.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_4.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_1.jpg -> classified as: Architecture Diagram
[T5Xb0iGCCv] figure_8.jpg -> classified as: Plots / Charts
[T5Xb0iGCCv] figure_10.jpg -> classified as: Plots / Charts
[T6hhDEnAoo] figure_2.jpg -> classified as: Architecture Diagram
[T6hhDEnAoo] figure_3.jpg -> classified as: Architecture Diagram
[T6hhDEnAoo] figure_1.jpg -> classified as: Architecture Diagram
[T7YV5UZKBc] figure_(b)_The_dotted.jpg -> classified as: Other
  -> Skipping second pass (Other)
[T7YV5UZKBc] figure_3.jpg -> classified as: Plots / Charts
[T7YV5UZKBc] figure_4.jpg -> classified as: Plots / Charts
[T7YV5UZKBc] figure_(b)_Top_3.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_5.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_6.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_9.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_2.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_11.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_7.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_3.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_4.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_1.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_8.jpg -> classified as: Plots / Charts
[TBJCtWTvXJ] figure_10.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_5.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_6.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_9.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_2.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_7.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_3.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_4.jpg -> classified as: Plots / Charts
[TDxtP8nxkh] figure_1.jpg -> classified as: Architecture Diagram
[TDxtP8nxkh] figure_8.jpg -> classified as: Plots / Charts
[TId1SHe8JG] figure_5.jpg -> classified as: Plots / Charts
[TId1SHe8JG] figure_6.jpg -> classified as: Plots / Charts
[TId1SHe8JG] figure_2.jpg -> classified as: Plots / Charts
[TId1SHe8JG] figure_3.jpg -> classified as: Qualitative Examples
[TId1SHe8JG] figure_4.jpg -> classified as: Plots / Charts
[TId1SHe8JG] figure_1.jpg -> classified as: Qualitative Examples
[TJ2PQ9QaDF] figure_2.jpg -> classified as: Plots / Charts
[TJ2PQ9QaDF] figure_3.jpg -> classified as: Plots / Charts
[TJ2PQ9QaDF] figure_1.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_5.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_6.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_9.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_2.jpg -> classified as: Architecture Diagram
[TKuYWeFE6S] figure_11.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_7.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_3.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_4.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_1.jpg -> classified as: Architecture Diagram
[TKuYWeFE6S] figure_8.jpg -> classified as: Plots / Charts
[TKuYWeFE6S] figure_10.jpg -> classified as: Plots / Charts
[TLE2BRkdd8] figure_5.jpg -> classified as: Plots / Charts
[TLE2BRkdd8] figure_2.jpg -> classified as: Qualitative Examples
[TLE2BRkdd8] figure_3.jpg -> classified as: Plots / Charts
[TLE2BRkdd8] figure_4.jpg -> classified as: Plots / Charts
[TLE2BRkdd8] figure_1.jpg -> classified as: Plots / Charts
[TMHOHRR0FA] figure_5.jpg -> classified as: Plots / Charts
[TMHOHRR0FA] figure_6.jpg -> classified as: Qualitative Examples
[TMHOHRR0FA] figure_2.jpg -> classified as: Plots / Charts
[TMHOHRR0FA] figure_3.jpg -> classified as: Plots / Charts
[TMHOHRR0FA] figure_4.jpg -> classified as: Plots / Charts
[TMHOHRR0FA] figure_1.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_5.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_6.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_9.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_13.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_15.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_2.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_11.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_7.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_3.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_4.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_1.jpg -> classified as: Qualitative Examples
[TTrzgEZt9s] figure_8.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_12.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_14.jpg -> classified as: Plots / Charts
[TTrzgEZt9s] figure_10.jpg -> classified as: Plots / Charts
[TU5ApbbeDZ] figure_2.jpg -> classified as: Plots / Charts
[TU5ApbbeDZ] figure_4.jpg -> classified as: Plots / Charts
[TU5ApbbeDZ] figure_2_1.jpg -> classified as: Plots / Charts
[TU5ApbbeDZ] figure_1.jpg -> classified as: Plots / Charts
[TUiEgloner] figure_2.jpg -> classified as: Plots / Charts
[TUiEgloner] figure_3.jpg -> classified as: Plots / Charts
[TUvg5uwdeG] figure_5.jpg -> classified as: Plots / Charts
[TUvg5uwdeG] figure_6.jpg -> classified as: Plots / Charts
[TUvg5uwdeG] figure_2.jpg -> classified as: Plots / Charts
[TUvg5uwdeG] figure_7.jpg -> classified as: Plots / Charts
[TUvg5uwdeG] figure_3.jpg -> classified as: Qualitative Examples
[TUvg5uwdeG] figure_4.jpg -> classified as: Plots / Charts
[TUvg5uwdeG] figure_1.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_5.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_6.jpg -> classified as: Qualitative Examples
[TVDUVpgu9s] figure_9.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_13.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_15.jpg -> classified as: Qualitative Examples
[TVDUVpgu9s] figure_2.jpg -> classified as: Architecture Diagram
[TVDUVpgu9s] figure_11.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_7.jpg -> classified as: Qualitative Examples
[TVDUVpgu9s] figure_3.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_4.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_1.jpg -> classified as: Qualitative Examples
[TVDUVpgu9s] figure_8.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_12.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_14.jpg -> classified as: Plots / Charts
[TVDUVpgu9s] figure_16.jpg -> classified as: Qualitative Examples
[TVDUVpgu9s] figure_10.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_5.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_6.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_9.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_13.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_15.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_2.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_11.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_7.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_3.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_4.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_17.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_1.jpg -> classified as: Architecture Diagram
[TXvaWOBuAC] figure_8.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_12.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_14.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_16.jpg -> classified as: Plots / Charts
[TXvaWOBuAC] figure_10.jpg -> classified as: Plots / Charts
[TYSQYx9vwd] figure_2.jpg -> classified as: Plots / Charts
[TYSQYx9vwd] figure_3.jpg -> classified as: Plots / Charts
[TYSQYx9vwd] figure_1.jpg -> classified as: Plots / Charts
[TbRFc2HPoN] figure_1.jpg -> classified as: Plots / Charts
[TbTJJNjumY] figure_2.jpg -> classified as: Architecture Diagram
[TbTJJNjumY] figure_3.jpg -> classified as: Plots / Charts
[TbTJJNjumY] figure_1.jpg -> classified as: Architecture Diagram
[TdhkAcXkRi] figure_5.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_6.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_2.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_7.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_3.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_4.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_1.jpg -> classified as: Plots / Charts
[TdhkAcXkRi] figure_8.jpg -> classified as: Plots / Charts
[TdqaZbQvdi] figure_2.jpg -> classified as: Plots / Charts
[TdqaZbQvdi] figure_3.jpg -> classified as: Architecture Diagram
[TdqaZbQvdi] figure_1.jpg -> classified as: Architecture Diagram
[Tj6Wcx7gVk] figure_5.jpg -> classified as: Architecture Diagram
[Tj6Wcx7gVk] figure_6.jpg -> classified as: Qualitative Examples
[Tj6Wcx7gVk] figure_2.jpg -> classified as: Plots / Charts
[Tj6Wcx7gVk] figure_7.jpg -> classified as: Qualitative Examples
[Tj6Wcx7gVk] figure_3.jpg -> classified as: Architecture Diagram
[Tj6Wcx7gVk] figure_4.jpg -> classified as: Plots / Charts
[Tj6Wcx7gVk] figure_1.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_5.jpg -> classified as: Plots / Charts
[TjP1d8PP8l] figure_6.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_9.jpg -> classified as: Qualitative Examples
[TjP1d8PP8l] figure_13.jpg -> classified as: Qualitative Examples
[TjP1d8PP8l] figure_2.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_11.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_7.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_3.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_4.jpg -> classified as: Plots / Charts
[TjP1d8PP8l] figure_1.jpg -> classified as: Architecture Diagram
[TjP1d8PP8l] figure_8.jpg -> classified as: Qualitative Examples
[TjP1d8PP8l] figure_12.jpg -> classified as: Qualitative Examples
[TjvSFVJdzJ] figure_5.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_6.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_9.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_2.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_7.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_3.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_4.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[TjvSFVJdzJ] figure_8.jpg -> classified as: Plots / Charts
[TjvSFVJdzJ] figure_10.jpg -> classified as: Plots / Charts
[TlyiaPXaVN] figure_2.jpg -> classified as: Plots / Charts
